name	id	x_pca	y_pca	z_pca	x_tsne	y_tsne	z_tsne	x_k2	y_k2	z_k2	cl_pca	cl_tsne	cl_k2	cl_kn
used the Bible and their religious beliefs to establish the rules of law	1142	0.011715358	0.12375656	0.08777085	-17.344881	-1.7380623	-3.7526538	-0.43739823	0.47039434	0.30425078	13	2	2	29
usually rely on agriculture	744	-0.11439242	0.0820354	0.07316575	-13.369168	2.2664802	8.301155	0.7093005	0.4057972	0.3491837	-1	33	-1	-1
is used to describe a singular countable noun	470	0.2513369	-0.028132526	-0.024833836	12.838444	-9.768898	-1.885726	-0.59408164	0.29683977	-0.398604	8	7	7	13
if you are talking about the language dominantly used in Taiwan and Mainland China , is the obvious language . Wherever you ’ll go or do , may it be going to school ( of any level ) , watching local TV channels and listening to local radio stations , you will stumble upon a Mandarin dominated education and media network . Conversely , Cantonese is widely spoken in the capital city of Canton in Guangdong , China	558	0.23577647	-0.030195415	-0.028123643	12.5343	-1.8931882	0.29343042	-0.5909337	0.10988916	-0.2145295	8	7	-1	13
gout	1248	-0.103878155	0.07215564	0.04106335	-11.087766	7.716863	6.2021956	0.3332292	0.85522074	-0.60802794	26	9	-1	17
german rulers gave special status to as the rulers found them to be superior to Hutus . This earned Tutsis the chance to get educated and find a place in the government	289	0.016312178	-0.135908	0.10042422	-5.0130343	13.63422	-15.443888	-0.34023967	-0.7358481	0.37498757	20	12	0	0
tracheary elements like tracheids and vessels chiefly form the	545	0.028780805	0.038765788	-0.10346377	17.410913	-3.1061237	9.36272	0.2912436	-0.22006656	0.46258655	-1	1	22	8
are so designed to fit right into your ear canal while some rest on your outer ear . They are lightweight , portable , and less bulky	72	-0.03588701	-0.056951106	-0.053969182	4.529017	9.103259	10.692187	0.58504134	0.39786634	0.06028797	-1	42	13	-1
was later seen holding her in an affectionate for quite a while	1350	-0.15809412	-0.0032037697	0.0028988144	-7.403938	1.7205678	10.030259	0.0026238007	0.13538188	-0.12928063	-1	34	-1	39
cantonese	224	0.2389331	-0.02500906	-0.026460256	10.992128	-4.029245	-0.5379123	-0.5957473	0.10411184	-0.4023945	8	7	8	13
helps a company progress the business	173	-0.0913538	0.08939703	0.07772343	-7.9167504	-12.580128	-2.0065606	0.5883906	0.8177327	0.10098877	27	3	12	30
is pure and stark white , ivory has a subtle tint of cream , peach or yellow . Again the tints may vary from manufacturer to manufacturer . Some can be dark ivory which has a pronounced yellow or peach tint	944	0.008064545	-0.098505944	-0.038541965	1.6389207	12.701725	8.14329	-0.2574621	0.10574184	0.13045764	22	41	18	41
which is the original protocol created in 1984 as a simple means to access emails on a remote server so it could use locally	241	0.07762484	0.14689688	0.07462724	2.6667075	-9.803801	-16.071093	0.0038139978	-0.824888	0.09547245	12	-1	-1	1
a is a written or verbal agreement that is enforceable by law	1267	-0.022918548	-0.17961796	-0.17227997	11.70814	12.503585	2.81013	0.5628708	-0.72033376	-0.16714476	4	15	4	7
focuses on achieving the \\u2018end\\u2019 goal	2040	-0.0821276	0.07095491	-0.05837662	1.0673511	-4.2636223	14.590518	0.39078215	-0.34638697	0.38359523	-1	36	22	-1
the of the contract	1836	-0.02177172	-0.18363002	-0.17092134	10.752785	12.602828	1.9801573	0.56097955	-0.718579	-0.16751657	4	15	4	7
but command uses roll back space and we could just either use ‘ Commit ’ or ‘ RollBack ’ to accept or cancel the changes respectively	1114	0.013295881	0.070054054	-0.068082124	6.9968586	-10.743276	11.368411	-0.05183414	0.3522257	0.35625175	14	32	-1	24
started as a domain of white folk	512	-0.06324507	-0.10071913	0.10497467	-4.5715795	6.153153	-5.400614	-0.29073173	0.16614522	0.74271494	-1	30	10	36
: Chickenpox is a contagious disease caused by infection with varicella-zoster virus	1269	-0.11742285	0.048671238	-0.1931022	-3.876399	-12.790444	13.961262	0.48181853	-0.78221333	-0.6647794	15	16	3	9
the is associated to the famous Democratic donkey , which first appeared during Democrat Andrew Jackson ’s 1828 presidential campaign . After his opponent called him a donkey , Jackson decided to use the image of the animal – which he believed to be smart , brave and strong - willed – on his campaign posters . The symbol became famous when the cartoonist Thomas Nast used the donkey in newspaper cartoons1 . The Democratic Party started in 1828 as anti - Federal faction and grew to become one of the leading political forces of the United States	1977	-0.021848442	0.17864445	0.02962917	-3.734783	-19.926456	-3.8745482	0.75357586	0.2973861	0.41436717	-1	22	11	-1
a is elected depending on the nature or form of government in a society , which is usually stated in the nation ’s Constitution	1634	0.08968847	-0.011509787	0.104900606	15.44984	-11.62769	-7.068593	1.0659479	0.80131775	0.30676413	-1	-1	-1	-1
believe that a smaller government is better . According to the Republican view , the government should have less responsibilities and should not interfere in the economic sphere	1425	-0.018345848	-0.07411891	0.20970042	-11.152693	8.14531	-13.120313	-0.11180752	-0.33398288	-0.014651005	18	10	21	28
the roughly 500 shots that the can take	156	-0.057584293	-0.03885844	-0.056263994	5.53995	0.19595075	14.292017	-0.023166135	-0.5930078	-0.31542847	-1	36	-1	38
is an unsynchronized Map	1386	0.046794333	0.008915672	0.038053468	12.810098	9.825019	-5.7864914	-0.51295	-0.061254147	0.33871427	-1	20	-1	10
the term stands for carbon dioxide equivalents . It is a measure of how much global warming is given by a particular greenhouse gas as a function of the amount or concentration of carbon dioxide gas	958	0.12808797	-0.07304811	-0.13625729	7.274244	5.4951053	4.2985945	-0.30543488	0.42701477	-0.0066311304	-1	-1	-1	-1
also means to hold someone or something tightly in your arms as in hugging , but it also has an additional meaning of accepting or supporting something , like a belief , willingly and enthusiastically . The word ‘ embrace ’ can be applied to an idea , theory , philosophy or other abstract concept . For example using ‘ embrace ’ with a person : She embraced her mother when she arrived home for a visit . For example with an abstract side : They embraced the idea of taking a trip to London next spring . Like ‘ hug ’ this word can be a noun or a verb . For example : The embrace of the new guidelines was asked of the entire department	1452	0.24448217	-0.020913927	-0.028818531	10.2637205	-8.454697	-2.8696434	-0.5907561	0.29407665	-0.40143424	8	7	7	13
include Christianity , Catholicism , Protestantism , Puritanism , Judaism , and Evangelicalism	248	-0.116526276	-0.007515437	0.0058789793	-6.309369	2.1957374	10.814955	0.037359554	0.36534533	-0.19939739	21	34	-1	39
in , contribution per unit is considered	386	-0.07629034	0.071173646	0.05287971	-4.160538	-1.5176313	0.9254755	0.32187197	0.034725565	0.24556154	-1	26	17	37
are found in the 3.Americas and throughout Europe	620	-0.11146393	-0.0050367764	0.023437848	-7.0571156	3.1443837	11.872637	0.4109129	0.36348006	0.40177262	21	34	14	39
believed that God lives inside everybody	1901	0.020106401	0.07972622	0.07600044	-18.949387	-2.3263025	-3.9922082	-0.4353736	0.13904917	0.25147718	13	2	-1	29
can give a short-term report of the weather based on the phenomena of atmosphere . The aspect of atmospheric behavior is taken into account to a great extent in the case of meteorology . Otherwise both climatology and meteorology works on the same lines . There is not much of a difference in the manner in which they function with the aid of the scientific instruments	1147	0.05450761	-0.10353497	0.033728056	-3.1816297	12.3679695	1.6822238	-0.19541582	0.21143624	-0.1187565	16	27	16	33
wherein if one does not have a profession like a doctor or a teacher , he is most likely a farmer or a fisherman	4	-0.030711763	-0.034871012	0.0035820452	4.742251	9.489415	-5.9595904	0.31790337	-0.35111365	0.16622354	28	21	22	23
white	495	0.007351952	-0.09700175	-0.03891601	1.4766426	12.425505	8.818656	-0.26441666	-0.07400944	0.12806706	22	41	18	41
takes on the design and build of computer hardware	2075	-0.10828744	-0.114027925	0.15883434	0.70474887	6.631292	-10.804974	0.6569017	-0.14187902	0.14370233	-1	11	-1	-1
contains 1 calorie	1638	-0.0716801	-0.044968106	0.17106833	-8.080827	6.963552	-11.614803	0.18390621	-0.33686998	0.14566866	-1	10	-1	-1
it can be diagnosed by eye exam by a trained eye care practitioner . The exam includes visual acuity test , i.e. reading things on a table . This is often followed by using a retinoscope to see the reflection off the retina by shining light to assess the volume of refractive error present	826	0.24769625	-0.022469718	-0.02913465	13.5557785	-5.756821	-2.7985864	-0.5927334	0.29266742	-0.4022352	8	7	7	13
the , which , on the other hand , are the oversized version of earphones . Headphones rest on your outer ear covering your entire ear surface but do not entirely seal the auditory surface	559	-0.07864995	-0.043214902	-0.06733852	4.3089767	8.40452	10.91458	0.6443529	0.3907767	0.06285411	-1	42	13	40
always develops during childhood before the bones ’ growth plates have fused	947	-0.07545613	0.054727986	0.015817897	-8.318623	-8.2861395	7.6452527	0.43080056	-0.2969442	0.6410912	-1	28	22	35
are platform independent	1208	-0.044860914	-0.041131698	0.016118446	-11.311038	14.49503	3.5907385	-0.22150017	-0.5714004	0.52384263	28	9	-1	15
is known as the ‘ apparent power ’	935	0.07084484	-0.1611266	-0.013317222	1.5846937	14.134409	7.1295094	-0.66860414	-0.27898663	0.22684559	-1	41	-1	-1
is the amount of power capable of doing work	898	0.049112152	-0.1766767	0.021160185	1.6713713	14.102459	5.620134	-0.65643257	-0.27621448	0.36603904	-1	-1	-1	-1
focuses on the process or \\\\u2018means\\\\u2019	1607	-0.069169775	0.05801628	-0.11047582	1.1207844	-2.991317	14.7203865	0.39044014	0.09863663	0.3923856	-1	36	-1	-1
is mostly used in the United Kingdom ( UK ) and Ireland	720	0.10366099	0.21229191	-0.0983958	0.100845076	-17.319782	1.645935	0.41297713	0.3478539	-0.23225096	1	22	-1	12
seems to slow down during regular scans , especially if you have an old system and scanning takes a lot of time	1232	-0.018748067	-0.07297044	0.20742495	-10.356318	9.592874	-12.229327	-0.12064012	0.5962568	0.0010488888	18	10	-1	28
is caused by infections and cancers	1596	-0.010436091	-0.04123856	-0.021492876	1.9250013	8.341842	-3.0116298	0.2046651	-0.22671203	0.3122739	-1	-1	22	-1
is made by adding syrup to the white sugar	902	-0.060426958	0.040028553	0.071581475	-4.618853	-1.0373365	0.329371	0.291746	0.047647987	0.20730709	-1	26	17	37
the always love to please themselves	191	0.03688231	0.01207994	-0.002991243	0.8643711	-4.6224527	-7.7625494	0.09650008	0.40539208	0.05093673	-1	38	-1	-1
in a , the player needs to shift the weight to his right side	1099	-0.037473563	-0.17294264	-0.12826103	9.1354685	13.029117	1.6779047	0.52193904	-0.71498424	0.31376702	4	15	-1	7
is measured with all the accoutrements attached to the engine , to determine its maximum rate and speed	1765	0.05641649	0.21875378	-0.010085918	-2.2746747	-19.243078	-2.0759327	0.6663084	0.3245689	0.5135287	-1	22	11	4
federation	1928	-0.04531942	-0.07034336	0.0038871183	3.8981404	2.1857836	-12.526696	-0.020015107	0.4323718	-0.5696028	29	11	-1	19
when sensitive information is being transmitted on the , all parties need to take all security precautions to prevent spying and other similar activities	1338	-0.107534975	-0.023351349	0.036676466	-10.527828	11.87316	8.141878	0.08862425	0.4089917	0.2538243	-1	9	19	-1
a practices monogamy	324	0.09657309	0.0050249035	-0.18162416	17.874235	-2.6468499	7.9016933	0.06118798	-0.21935023	0.4646467	-1	1	-1	8
: The most common reasons for a miscarriage are genetic and chromosomal embryonic abnormalities , diseases of the mother , intake of toxic substances , alcohol consumption , smoking , structural features of the uterus or the cervix , etc	1337	0.04517987	-0.008951304	0.13212223	-10.169675	-1.0351478	-11.073143	0.13668922	0.037225626	-0.7696488	10	31	1	-1
in overheads are classified into administration , production , distribution and selling overheads	1292	-0.07902568	0.1625549	0.0013033248	-3.7214668	-7.27335	4.1720986	0.32081643	-0.66926193	0.48322517	-1	25	-1	34
a will have the responsibility of the transactions and all databases	621	0.09343457	0.20930518	-0.12190622	0.30517235	-17.294365	3.272616	0.7241162	-0.36436	0.26316312	1	22	-1	12
emphasizes the calculation of the contribution of each unit	1116	-0.12600777	0.097760886	0.04793833	-9.456216	-7.9088798	6.837497	0.40895548	-0.17778663	0.67925924	-1	28	22	35
is the output horsepower rating of an engine ,	1499	0.12468839	0.16104704	-0.013968183	-3.0370963	-9.647706	-7.421352	0.46368897	0.44954482	0.29260737	-1	37	-1	3
contains 4 grams of fat per cup	1582	0.06079807	0.12800725	0.054547686	4.3375106	-8.406281	-14.2727165	0.007742505	0.007913176	0.072692685	12	13	20	1
republicans	1628	-0.020677123	-0.076888874	0.20961878	-10.594936	8.034463	-13.42667	-0.11338011	-0.35891458	-0.019955125	18	10	21	28
the were in majority and this special status sparked off conflicts between the two groups	2026	0.015332866	-0.13046849	0.10436754	-4.943511	14.746287	-14.989374	-0.34115434	-0.7342658	0.36542886	20	12	0	0
are in favor of an increase in arm control but recognize that the Second Amendment is an important part of the American tradition and that the right to use firearms should be preserved . Democrats advocate for the reinstatement of the assault weapons ban and believe that the government should make the background check system stronger	469	-0.018040134	-0.073219426	0.20726255	-10.643027	7.6500387	-12.789399	-0.0016196813	-0.33611667	-0.01595023	18	10	21	28
wear charms and believe in healing powers	1864	-0.030461526	-0.014666135	-0.017913546	-1.9334189	2.8589232	6.2701125	0.49346825	-0.32676017	0.5887964	-1	-1	-1	-1
that believe it ’s an entirely different disease that needs to be studied separately	768	0.048680853	-0.12839065	0.041823614	-4.979454	13.696113	1.162019	0.30020112	-0.11346869	0.205427	16	27	-1	33
however , believed in equality	402	0.010022534	0.08098597	0.07511063	-19.014067	-2.251989	-3.4354262	-0.43573284	0.1367533	0.078451686	13	2	-1	29
the refers to the process of deriving generalizations from specific observations	1644	-0.057166167	0.05699266	-0.09082273	3.4230404	-9.105675	9.231641	0.4986933	0.031439744	0.35963672	-1	23	17	-1
the amenities in a complex are for the public	1013	-0.13146943	0.15253405	-0.06868519	1.0938861	-10.769447	6.839724	0.8001618	-0.19115406	0.18251349	-1	23	-1	-1
culturally , Rwanda has a monarchy system of monarch , the Mwami	2036	0.018724993	-0.12946841	0.09823155	-5.118395	13.629523	-15.127523	-0.33989704	-0.7324341	0.3735645	20	12	0	0
